Item,Price,Date,Type of food 
Lemons,2.046,2018-04-01,Fruits
Lemons,2.221,2019-04-01,Fruits
Lemons,,2020-04-01,Fruits
Lemons,,2021-04-01,Fruits
Lemons,2.225,2022-04-01,Fruits
Lemons,2.19,2023-04-01,Fruits
Lemons,1.982,2024-04-01,Fruits
Lemons,1.818,2014-05-01,Fruits
Lemons,1.874,2015-05-01,Fruits
Lemons,2.035,2016-05-01,Fruits
Lemons,1.934,2017-05-01,Fruits
Lemons,2.05,2018-05-01,Fruits
Lemons,2.167,2019-05-01,Fruits
Lemons,,2020-05-01,Fruits
Lemons,1.981,2021-05-01,Fruits
Lemons,2.261,2022-05-01,Fruits
Lemons,2.241,2023-05-01,Fruits
Lemons,1.923,2024-05-01,Fruits
Lemons,1.867,2014-06-01,Fruits
Lemons,2.127,2015-06-01,Fruits
Lemons,2.115,2016-06-01,Fruits
Lemons,2.022,2017-06-01,Fruits
Lemons,2.115,2018-06-01,Fruits
Lemons,2.066,2019-06-01,Fruits
Lemons,,2020-06-01,Fruits
Lemons,1.953,2021-06-01,Fruits
Lemons,2.192,2022-06-01,Fruits
Lemons,2.226,2023-06-01,Fruits
Lemons,1.977,2024-06-01,Fruits
Lemons,2.078,2014-07-01,Fruits
Lemons,2.254,2015-07-01,Fruits
Lemons,2.17,2016-07-01,Fruits
Lemons,2.093,2017-07-01,Fruits
Lemons,2.198,2018-07-01,Fruits
Lemons,2.041,2019-07-01,Fruits
Lemons,,2020-07-01,Fruits
Lemons,,2021-07-01,Fruits
Lemons,2.138,2022-07-01,Fruits
Lemons,2.161,2023-07-01,Fruits
Lemons,1.989,2024-07-01,Fruits
Lemons,2.327,2014-08-01,Fruits
Lemons,2.088,2015-08-01,Fruits
Lemons,2.161,2016-08-01,Fruits
Lemons,2.138,2017-08-01,Fruits
Lemons,2.463,2018-08-01,Fruits
Lemons,2.03,2019-08-01,Fruits
Lemons,,2020-08-01,Fruits
Lemons,,2021-08-01,Fruits
Lemons,2.032,2022-08-01,Fruits
Lemons,2.076,2023-08-01,Fruits
Lemons,1.959,2024-08-01,Fruits
Lemons,2.355,2014-09-01,Fruits
Lemons,2.091,2015-09-01,Fruits
Lemons,2.171,2016-09-01,Fruits
Lemons,2.102,2017-09-01,Fruits
Lemons,2.552,2018-09-01,Fruits
Lemons,2.047,2019-09-01,Fruits
Lemons,,2020-09-01,Fruits
Lemons,,2021-09-01,Fruits
Lemons,2.086,2022-09-01,Fruits
Lemons,2.071,2023-09-01,Fruits
Lemons,1.999,2024-09-01,Fruits
Lemons,2.327,2014-10-01,Fruits
Lemons,2.164,2015-10-01,Fruits
Lemons,2.019,2016-10-01,Fruits
Lemons,2.064,2017-10-01,Fruits
Lemons,2.557,2018-10-01,Fruits
Lemons,2.062,2019-10-01,Fruits
Lemons,,2020-10-01,Fruits
Lemons,1.983,2021-10-01,Fruits
Lemons,2.09,2022-10-01,Fruits
Lemons,2.026,2023-10-01,Fruits
Lemons,2.056,2024-10-01,Fruits
Lemons,2.067,2014-11-01,Fruits
Lemons,2.059,2015-11-01,Fruits
Lemons,1.971,2016-11-01,Fruits
Lemons,1.986,2017-11-01,Fruits
Lemons,2.452,2018-11-01,Fruits
Lemons,2.014,2019-11-01,Fruits
Lemons,,2020-11-01,Fruits
Lemons,,2021-11-01,Fruits
Lemons,2.122,2022-11-01,Fruits
Lemons,2.061,2023-11-01,Fruits
Lemons,2.116,2024-11-01,Fruits
Lemons,1.966,2014-12-01,Fruits
Lemons,1.978,2015-12-01,Fruits
Lemons,1.985,2016-12-01,Fruits
Lemons,1.989,2017-12-01,Fruits
Lemons,2.39,2018-12-01,Fruits
Lemons,1.995,2019-12-01,Fruits
Lemons,1.896,2020-12-01,Fruits
Lemons,2.014,2021-12-01,Fruits
Lemons,2.085,2022-12-01,Fruits
Lemons,2.066,2023-12-01,Fruits
Lemons,2.121,2024-12-01,Fruits
Milk,3.552,2014-01-01,Dairy product
Milk,3.758,2015-01-01,Dairy product
Milk,3.313,2016-01-01,Dairy product
Milk,3.318,2017-01-01,Dairy product
Milk,2.961,2018-01-01,Dairy product
Milk,2.913,2019-01-01,Dairy product
Milk,3.253,2020-01-01,Dairy product
Milk,3.468,2021-01-01,Dairy product
Milk,3.787,2022-01-01,Dairy product
Milk,4.204,2023-01-01,Dairy product
Milk,3.958,2024-01-01,Dairy product
Milk,3.561,2014-02-01,Dairy product
Milk,3.496,2015-02-01,Dairy product
Milk,3.23,2016-02-01,Dairy product
Milk,3.3,2017-02-01,Dairy product
Milk,2.923,2018-02-01,Dairy product
Milk,2.9,2019-02-01,Dairy product
Milk,3.196,2020-02-01,Dairy product
Milk,3.368,2021-02-01,Dairy product
Milk,3.875,2022-02-01,Dairy product
Milk,4.163,2023-02-01,Dairy product
Milk,3.94,2024-02-01,Dairy product
Milk,3.669,2014-03-01,Dairy product
Milk,3.463,2015-03-01,Dairy product
Milk,3.187,2016-03-01,Dairy product
Milk,3.315,2017-03-01,Dairy product
Milk,2.903,2018-03-01,Dairy product
Milk,2.944,2019-03-01,Dairy product
Milk,3.248,2020-03-01,Dairy product
Milk,3.348,2021-03-01,Dairy product
Milk,3.917,2022-03-01,Dairy product
Milk,4.098,2023-03-01,Dairy product
Milk,3.893,2024-03-01,Dairy product
Milk,3.687,2014-04-01,Dairy product
Milk,3.397,2015-04-01,Dairy product
Milk,3.155,2016-04-01,Dairy product
Milk,3.259,2017-04-01,Dairy product
Milk,2.924,2018-04-01,Dairy product
Milk,2.98,2019-04-01,Dairy product
Milk,3.267,2020-04-01,Dairy product
Milk,3.447,2021-04-01,Dairy product
Milk,4.012,2022-04-01,Dairy product
Milk,4.042,2023-04-01,Dairy product
Milk,3.868,2024-04-01,Dairy product
Milk,3.735,2014-05-01,Dairy product
Milk,3.387,2015-05-01,Dairy product
Milk,3.157,2016-05-01,Dairy product
Milk,3.242,2017-05-01,Dairy product
Milk,2.919,2018-05-01,Dairy product
Milk,2.963,2019-05-01,Dairy product
Milk,3.21,2020-05-01,Dairy product
Milk,3.497,2021-05-01,Dairy product
Milk,4.204,2022-05-01,Dairy product
Milk,4.042,2023-05-01,Dairy product
Milk,3.864,2024-05-01,Dairy product
Milk,3.626,2014-06-01,Dairy product
Milk,3.366,2015-06-01,Dairy product
Milk,3.115,2016-06-01,Dairy product
Milk,3.213,2017-06-01,Dairy product
Milk,2.877,2018-06-01,Dairy product
Milk,3.054,2019-06-01,Dairy product
Milk,3.198,2020-06-01,Dairy product
Milk,3.557,2021-06-01,Dairy product
Milk,4.153,2022-06-01,Dairy product
Milk,3.985,2023-06-01,Dairy product
Milk,3.956,2024-06-01,Dairy product
Milk,3.645,2014-07-01,Dairy product
Milk,3.43,2015-07-01,Dairy product
Milk,3.062,2016-07-01,Dairy product
Milk,3.219,2017-07-01,Dairy product
Milk,2.839,2018-07-01,Dairy product
Milk,3.031,2019-07-01,Dairy product
Milk,3.255,2020-07-01,Dairy product
Milk,3.627,2021-07-01,Dairy product
Milk,4.156,2022-07-01,Dairy product
Milk,3.971,2023-07-01,Dairy product
Milk,3.983,2024-07-01,Dairy product
Milk,3.673,2014-08-01,Dairy product
Milk,3.389,2015-08-01,Dairy product
Milk,3.141,2016-08-01,Dairy product
Milk,3.168,2017-08-01,Dairy product
Milk,2.871,2018-08-01,Dairy product
Milk,3.045,2019-08-01,Dairy product
Milk,3.406,2020-08-01,Dairy product
Milk,3.56,2021-08-01,Dairy product
Milk,4.194,2022-08-01,Dairy product
Milk,3.927,2023-08-01,Dairy product
Milk,4.044,2024-08-01,Dairy product
Milk,3.732,2014-09-01,Dairy product
Milk,3.392,2015-09-01,Dairy product
Milk,3.229,2016-09-01,Dairy product
Milk,3.209,2017-09-01,Dairy product
Milk,2.89,2018-09-01,Dairy product
Milk,3.102,2019-09-01,Dairy product
Milk,3.448,2020-09-01,Dairy product
Milk,3.585,2021-09-01,Dairy product
Milk,4.181,2022-09-01,Dairy product
Milk,3.965,2023-09-01,Dairy product
Milk,4.021,2024-09-01,Dairy product
Milk,3.766,2014-10-01,Dairy product
Milk,3.338,2015-10-01,Dairy product
Milk,3.292,2016-10-01,Dairy product
Milk,3.158,2017-10-01,Dairy product
Milk,2.913,2018-10-01,Dairy product
Milk,3.119,2019-10-01,Dairy product
Milk,3.38,2020-10-01,Dairy product
Milk,3.663,2021-10-01,Dairy product
Milk,4.184,2022-10-01,Dairy product
Milk,3.927,2023-10-01,Dairy product
Milk,4.041,2024-10-01,Dairy product
Milk,3.858,2014-11-01,Dairy product
Milk,3.299,2015-11-01,Dairy product
Milk,3.28,2016-11-01,Dairy product
Milk,3.15,2017-11-01,Dairy product
Milk,2.877,2018-11-01,Dairy product
Milk,3.189,2019-11-01,Dairy product
Milk,3.425,2020-11-01,Dairy product
Milk,3.671,2021-11-01,Dairy product
Milk,4.218,2022-11-01,Dairy product
Milk,3.997,2023-11-01,Dairy product
Milk,4.138,2024-11-01,Dairy product
Milk,3.82,2014-12-01,Dairy product
Milk,3.31,2015-12-01,Dairy product
Milk,3.29,2016-12-01,Dairy product
Milk,3.155,2017-12-01,Dairy product
Milk,2.853,2018-12-01,Dairy product
Milk,3.188,2019-12-01,Dairy product
Milk,3.535,2020-12-01,Dairy product
Milk,3.743,2021-12-01,Dairy product
Milk,4.211,2022-12-01,Dairy product
Milk,4.008,2023-12-01,Dairy product
Milk,4.101,2024-12-01,Dairy product
Pork,3.723,2014-01-01,Protein
Pork,3.988,2015-01-01,Protein
Pork,3.656,2016-01-01,Protein
Pork,3.354,2017-01-01,Protein
Pork,3.224,2018-01-01,Protein
Pork,3.199,2019-01-01,Protein
Pork,3.368,2020-01-01,Protein
Pork,3.694,2021-01-01,Protein
Pork,4.019,2022-01-01,Protein
Pork,4.14,2023-01-01,Protein
Pork,4.236,2024-01-01,Protein
Pork,3.659,2014-02-01,Protein
Pork,3.962,2015-02-01,Protein
Pork,3.658,2016-02-01,Protein
Pork,3.45,2017-02-01,Protein
Pork,3.186,2018-02-01,Protein
Pork,3.298,2019-02-01,Protein
Pork,3.419,2020-02-01,Protein
Pork,3.676,2021-02-01,Protein
Pork,4.031,2022-02-01,Protein
Pork,4.256,2023-02-01,Protein
Pork,4.157,2024-02-01,Protein
Pork,3.824,2014-03-01,Protein
Pork,3.867,2015-03-01,Protein
Pork,3.693,2016-03-01,Protein
Pork,3.443,2017-03-01,Protein
Pork,3.207,2018-03-01,Protein
Pork,3.311,2019-03-01,Protein
Pork,3.415,2020-03-01,Protein
Pork,3.765,2021-03-01,Protein
Pork,4.126,2022-03-01,Protein
Pork,4.165,2023-03-01,Protein
Pork,4.256,2024-03-01,Protein
Pork,4.044,2014-04-01,Protein
Pork,3.813,2015-04-01,Protein
Pork,3.707,2016-04-01,Protein
Pork,3.441,2017-04-01,Protein
Pork,3.293,2018-04-01,Protein
Pork,3.354,2019-04-01,Protein
Pork,3.673,2020-04-01,Protein
Pork,3.844,2021-04-01,Protein
Pork,4.178,2022-04-01,Protein
Pork,4.099,2023-04-01,Protein
Pork,4.235,2024-04-01,Protein
Pork,4.106,2014-05-01,Protein
Pork,3.786,2015-05-01,Protein
Pork,3.72,2016-05-01,Protein
Pork,3.425,2017-05-01,Protein
Pork,3.284,2018-05-01,Protein
Pork,3.441,2019-05-01,Protein
Pork,3.972,2020-05-01,Protein
Pork,3.875,2021-05-01,Protein
Pork,4.13,2022-05-01,Protein
Pork,4.189,2023-05-01,Protein
Pork,4.391,2024-05-01,Protein
Pork,4.024,2014-06-01,Protein
Pork,3.824,2015-06-01,Protein
Pork,3.752,2016-06-01,Protein
Pork,3.42,2017-06-01,Protein
Pork,3.272,2018-06-01,Protein
Pork,3.312,2019-06-01,Protein
Pork,4.189,2020-06-01,Protein
Pork,4.089,2021-06-01,Protein
Pork,4.068,2022-06-01,Protein
Pork,4.241,2023-06-01,Protein
Pork,4.397,2024-06-01,Protein
Pork,4.005,2014-07-01,Protein
Pork,3.917,2015-07-01,Protein
Pork,3.832,2016-07-01,Protein
Pork,3.417,2017-07-01,Protein
Pork,3.262,2018-07-01,Protein
Pork,3.411,2019-07-01,Protein
Pork,3.91,2020-07-01,Protein
Pork,4.081,2021-07-01,Protein
Pork,4.174,2022-07-01,Protein
Pork,4.238,2023-07-01,Protein
Pork,4.409,2024-07-01,Protein
Pork,4.172,2014-08-01,Protein
Pork,3.863,2015-08-01,Protein
Pork,3.76,2016-08-01,Protein
Pork,3.482,2017-08-01,Protein
Pork,3.338,2018-08-01,Protein
Pork,3.379,2019-08-01,Protein
Pork,3.788,2020-08-01,Protein
Pork,4.057,2021-08-01,Protein
Pork,4.248,2022-08-01,Protein
Pork,4.359,2023-08-01,Protein
Pork,4.403,2024-08-01,Protein
Pork,4.173,2014-09-01,Protein
Pork,3.88,2015-09-01,Protein
Pork,3.662,2016-09-01,Protein
Pork,3.481,2017-09-01,Protein
Pork,3.289,2018-09-01,Protein
Pork,3.335,2019-09-01,Protein
Pork,3.799,2020-09-01,Protein
Pork,4.051,2021-09-01,Protein
Pork,4.187,2022-09-01,Protein
Pork,4.327,2023-09-01,Protein
Pork,4.328,2024-09-01,Protein
Pork,4.174,2014-10-01,Protein
Pork,3.875,2015-10-01,Protein
Pork,3.632,2016-10-01,Protein
Pork,3.378,2017-10-01,Protein
Pork,3.367,2018-10-01,Protein
Pork,3.238,2019-10-01,Protein
Pork,3.632,2020-10-01,Protein
Pork,4.147,2021-10-01,Protein
Pork,4.273,2022-10-01,Protein
Pork,4.452,2023-10-01,Protein
Pork,4.273,2024-10-01,Protein
Pork,4.1,2014-11-01,Protein
Pork,3.797,2015-11-01,Protein
Pork,3.512,2016-11-01,Protein
Pork,3.366,2017-11-01,Protein
Pork,3.306,2018-11-01,Protein
Pork,3.399,2019-11-01,Protein
Pork,3.737,2020-11-01,Protein
Pork,4.072,2021-11-01,Protein
Pork,4.163,2022-11-01,Protein
Pork,4.343,2023-11-01,Protein
Pork,4.43,2024-11-01,Protein
Pork,4.056,2014-12-01,Protein
Pork,3.807,2015-12-01,Protein
Pork,3.462,2016-12-01,Protein
Pork,3.302,2017-12-01,Protein
Pork,3.361,2018-12-01,Protein
Pork,3.391,2019-12-01,Protein
Pork,3.741,2020-12-01,Protein
Pork,4.023,2021-12-01,Protein
Pork,4.314,2022-12-01,Protein
Pork,4.256,2023-12-01,Protein
Pork,4.308,2024-12-01,Protein
Potatoes,0.688,2014-01-01,Vegetable
Potatoes,0.668,2015-01-01,Vegetable
Potatoes,0.659,2016-01-01,Vegetable
Potatoes,0.696,2017-01-01,Vegetable
Potatoes,0.73,2018-01-01,Vegetable
Potatoes,0.749,2019-01-01,Vegetable
Potatoes,0.802,2020-01-01,Vegetable
Potatoes,0.782,2021-01-01,Vegetable
Potatoes,0.792,2022-01-01,Vegetable
Potatoes,0.953,2023-01-01,Vegetable
Potatoes,0.978,2024-01-01,Vegetable
Potatoes,0.684,2014-02-01,Vegetable
Potatoes,0.646,2015-02-01,Vegetable
Potatoes,0.659,2016-02-01,Vegetable
Potatoes,0.703,2017-02-01,Vegetable
Potatoes,0.736,2018-02-01,Vegetable
Potatoes,0.751,2019-02-01,Vegetable
Potatoes,0.786,2020-02-01,Vegetable
Potatoes,0.762,2021-02-01,Vegetable
Potatoes,0.802,2022-02-01,Vegetable
Potatoes,0.978,2023-02-01,Vegetable
Potatoes,0.971,2024-02-01,Vegetable
Potatoes,0.678,2014-03-01,Vegetable
Potatoes,0.639,2015-03-01,Vegetable
Potatoes,0.652,2016-03-01,Vegetable
Potatoes,0.689,2017-03-01,Vegetable
Potatoes,0.727,2018-03-01,Vegetable
Potatoes,0.755,2019-03-01,Vegetable
Potatoes,,2020-03-01,Vegetable
Potatoes,0.786,2021-03-01,Vegetable
Potatoes,0.825,2022-03-01,Vegetable
Potatoes,0.968,2023-03-01,Vegetable
Potatoes,0.972,2024-03-01,Vegetable
Potatoes,0.672,2014-04-01,Vegetable
Potatoes,0.645,2015-04-01,Vegetable
Potatoes,0.652,2016-04-01,Vegetable
Potatoes,0.698,2017-04-01,Vegetable
Potatoes,0.728,2018-04-01,Vegetable
Potatoes,0.749,2019-04-01,Vegetable
Potatoes,,2020-04-01,Vegetable
Potatoes,0.774,2021-04-01,Vegetable
Potatoes,0.849,2022-04-01,Vegetable
Potatoes,0.98,2023-04-01,Vegetable
Potatoes,0.971,2024-04-01,Vegetable
Potatoes,0.678,2014-05-01,Vegetable
Potatoes,0.646,2015-05-01,Vegetable
Potatoes,0.679,2016-05-01,Vegetable
Potatoes,0.706,2017-05-01,Vegetable
Potatoes,0.739,2018-05-01,Vegetable
Potatoes,0.772,2019-05-01,Vegetable
Potatoes,0.855,2020-05-01,Vegetable
Potatoes,0.764,2021-05-01,Vegetable
Potatoes,0.875,2022-05-01,Vegetable
Potatoes,1.008,2023-05-01,Vegetable
Potatoes,0.964,2024-05-01,Vegetable
Potatoes,0.685,2014-06-01,Vegetable
Potatoes,0.647,2015-06-01,Vegetable
Potatoes,0.688,2016-06-01,Vegetable
Potatoes,0.733,2017-06-01,Vegetable
Potatoes,0.744,2018-06-01,Vegetable
Potatoes,0.743,2019-06-01,Vegetable
Potatoes,0.854,2020-06-01,Vegetable
Potatoes,0.769,2021-06-01,Vegetable
Potatoes,0.891,2022-06-01,Vegetable
Potatoes,1.026,2023-06-01,Vegetable
Potatoes,0.993,2024-06-01,Vegetable
Potatoes,0.696,2014-07-01,Vegetable
Potatoes,0.668,2015-07-01,Vegetable
Potatoes,0.699,2016-07-01,Vegetable
Potatoes,0.752,2017-07-01,Vegetable
Potatoes,0.765,2018-07-01,Vegetable
Potatoes,0.78,2019-07-01,Vegetable
Potatoes,0.854,2020-07-01,Vegetable
Potatoes,0.776,2021-07-01,Vegetable
Potatoes,0.945,2022-07-01,Vegetable
Potatoes,1.051,2023-07-01,Vegetable
Potatoes,1.017,2024-07-01,Vegetable
Potatoes,0.689,2014-08-01,Vegetable
Potatoes,0.661,2015-08-01,Vegetable
Potatoes,0.711,2016-08-01,Vegetable
Potatoes,0.75,2017-08-01,Vegetable
Potatoes,0.768,2018-08-01,Vegetable
Potatoes,0.786,2019-08-01,Vegetable
Potatoes,0.856,2020-08-01,Vegetable
Potatoes,0.797,2021-08-01,Vegetable
Potatoes,0.994,2022-08-01,Vegetable
Potatoes,1.094,2023-08-01,Vegetable
Potatoes,1.006,2024-08-01,Vegetable
Potatoes,0.671,2014-09-01,Vegetable
Potatoes,0.65,2015-09-01,Vegetable
Potatoes,0.702,2016-09-01,Vegetable
Potatoes,0.745,2017-09-01,Vegetable
Potatoes,0.75,2018-09-01,Vegetable
Potatoes,0.794,2019-09-01,Vegetable
Potatoes,0.798,2020-09-01,Vegetable
Potatoes,0.798,2021-09-01,Vegetable
Potatoes,1.019,2022-09-01,Vegetable
Potatoes,1.047,2023-09-01,Vegetable
Potatoes,1.009,2024-09-01,Vegetable
Potatoes,0.669,2014-10-01,Vegetable
Potatoes,0.655,2015-10-01,Vegetable
Potatoes,0.691,2016-10-01,Vegetable
Potatoes,0.748,2017-10-01,Vegetable
Potatoes,0.746,2018-10-01,Vegetable
Potatoes,0.785,2019-10-01,Vegetable
Potatoes,0.802,2020-10-01,Vegetable
Potatoes,0.808,2021-10-01,Vegetable
Potatoes,0.991,2022-10-01,Vegetable
Potatoes,1.006,2023-10-01,Vegetable
Potatoes,0.998,2024-10-01,Vegetable
Potatoes,0.641,2014-11-01,Vegetable
Potatoes,0.633,2015-11-01,Vegetable
Potatoes,0.697,2016-11-01,Vegetable
Potatoes,0.733,2017-11-01,Vegetable
Potatoes,0.725,2018-11-01,Vegetable
Potatoes,0.764,2019-11-01,Vegetable
Potatoes,0.756,2020-11-01,Vegetable
Potatoes,0.767,2021-11-01,Vegetable
Potatoes,0.945,2022-11-01,Vegetable
Potatoes,0.983,2023-11-01,Vegetable
Potatoes,0.956,2024-11-01,Vegetable
Potatoes,0.636,2014-12-01,Vegetable
Potatoes,0.637,2015-12-01,Vegetable
Potatoes,0.686,2016-12-01,Vegetable
Potatoes,0.731,2017-12-01,Vegetable
Potatoes,0.718,2018-12-01,Vegetable
Potatoes,0.78,2019-12-01,Vegetable
Potatoes,0.749,2020-12-01,Vegetable
Potatoes,0.778,2021-12-01,Vegetable
Potatoes,0.948,2022-12-01,Vegetable
Potatoes,0.961,2023-12-01,Vegetable
Potatoes,0.949,2024-12-01,Vegetable
Rice,0.731,2014-01-01,Grains
Rice,0.692,2015-01-01,Grains
Rice,0.709,2016-01-01,Grains
Rice,0.7,2017-01-01,Grains
Rice,0.682,2018-01-01,Grains
Rice,0.73,2019-01-01,Grains
Rice,0.716,2020-01-01,Grains
Rice,0.794,2021-01-01,Grains
Rice,0.832,2022-01-01,Grains
Rice,0.97,2023-01-01,Grains
Rice,1,2024-01-01,Grains
Rice,0.732,2014-02-01,Grains
Rice,0.689,2015-02-01,Grains
Rice,0.707,2016-02-01,Grains
Rice,0.695,2017-02-01,Grains
Rice,0.691,2018-02-01,Grains
Rice,0.762,2019-02-01,Grains
Rice,0.734,2020-02-01,Grains
Rice,0.779,2021-02-01,Grains
Rice,0.83,2022-02-01,Grains
Rice,0.959,2023-02-01,Grains
Rice,1.001,2024-02-01,Grains
Rice,0.733,2014-03-01,Grains
Rice,0.67,2015-03-01,Grains
Rice,0.711,2016-03-01,Grains
Rice,0.692,2017-03-01,Grains
Rice,0.682,2018-03-01,Grains
Rice,0.757,2019-03-01,Grains
Rice,0.733,2020-03-01,Grains
Rice,0.772,2021-03-01,Grains
Rice,0.871,2022-03-01,Grains
Rice,0.982,2023-03-01,Grains
Rice,1.014,2024-03-01,Grains
Rice,0.75,2014-04-01,Grains
Rice,0.67,2015-04-01,Grains
Rice,0.703,2016-04-01,Grains
Rice,0.686,2017-04-01,Grains
Rice,0.685,2018-04-01,Grains
Rice,0.767,2019-04-01,Grains
Rice,,2020-04-01,Grains
Rice,0.785,2021-04-01,Grains
Rice,0.9,2022-04-01,Grains
Rice,0.98,2023-04-01,Grains
Rice,1.025,2024-04-01,Grains
Rice,0.739,2014-05-01,Grains
Rice,0.676,2015-05-01,Grains
Rice,0.747,2016-05-01,Grains
Rice,0.726,2017-05-01,Grains
Rice,0.698,2018-05-01,Grains
Rice,0.761,2019-05-01,Grains
Rice,0.748,2020-05-01,Grains
Rice,0.801,2021-05-01,Grains
Rice,0.909,2022-05-01,Grains
Rice,0.997,2023-05-01,Grains
Rice,1.002,2024-05-01,Grains
Rice,0.742,2014-06-01,Grains
Rice,0.691,2015-06-01,Grains
Rice,0.734,2016-06-01,Grains
Rice,0.752,2017-06-01,Grains
Rice,0.689,2018-06-01,Grains
Rice,0.801,2019-06-01,Grains
Rice,0.749,2020-06-01,Grains
Rice,0.778,2021-06-01,Grains
Rice,0.924,2022-06-01,Grains
Rice,1.003,2023-06-01,Grains
Rice,1.018,2024-06-01,Grains
Rice,0.758,2014-07-01,Grains
Rice,0.673,2015-07-01,Grains
Rice,0.74,2016-07-01,Grains
Rice,0.764,2017-07-01,Grains
Rice,0.69,2018-07-01,Grains
Rice,0.798,2019-07-01,Grains
Rice,0.772,2020-07-01,Grains
Rice,0.782,2021-07-01,Grains
Rice,0.929,2022-07-01,Grains
Rice,1.006,2023-07-01,Grains
Rice,1.039,2024-07-01,Grains
Rice,0.737,2014-08-01,Grains
Rice,0.669,2015-08-01,Grains
Rice,0.729,2016-08-01,Grains
Rice,0.753,2017-08-01,Grains
Rice,0.705,2018-08-01,Grains
Rice,0.793,2019-08-01,Grains
Rice,0.769,2020-08-01,Grains
Rice,0.784,2021-08-01,Grains
Rice,0.925,2022-08-01,Grains
Rice,0.997,2023-08-01,Grains
Rice,1.085,2024-08-01,Grains
Rice,0.746,2014-09-01,Grains
Rice,0.662,2015-09-01,Grains
Rice,0.721,2016-09-01,Grains
Rice,0.741,2017-09-01,Grains
Rice,0.693,2018-09-01,Grains
Rice,0.797,2019-09-01,Grains
Rice,0.777,2020-09-01,Grains
Rice,0.798,2021-09-01,Grains
Rice,0.939,2022-09-01,Grains
Rice,0.981,2023-09-01,Grains
Rice,1.078,2024-09-01,Grains
Rice,0.723,2014-10-01,Grains
Rice,0.69,2015-10-01,Grains
Rice,0.697,2016-10-01,Grains
Rice,0.723,2017-10-01,Grains
Rice,0.685,2018-10-01,Grains
Rice,0.773,2019-10-01,Grains
Rice,0.766,2020-10-01,Grains
Rice,0.788,2021-10-01,Grains
Rice,0.963,2022-10-01,Grains
Rice,0.96,2023-10-01,Grains
Rice,1.056,2024-10-01,Grains
Rice,0.717,2014-11-01,Grains
Rice,0.732,2015-11-01,Grains
Rice,0.703,2016-11-01,Grains
Rice,0.712,2017-11-01,Grains
Rice,0.711,2018-11-01,Grains
Rice,0.721,2019-11-01,Grains
Rice,0.791,2020-11-01,Grains
Rice,0.844,2021-11-01,Grains
Rice,0.963,2022-11-01,Grains
Rice,0.992,2023-11-01,Grains
Rice,1.061,2024-11-01,Grains
Rice,0.7,2014-12-01,Grains
Rice,0.711,2015-12-01,Grains
Rice,0.693,2016-12-01,Grains
Rice,0.711,2017-12-01,Grains
Rice,0.712,2018-12-01,Grains
Rice,0.714,2019-12-01,Grains
Rice,0.789,2020-12-01,Grains
Rice,0.82,2021-12-01,Grains
Rice,0.971,2022-12-01,Grains
Rice,0.99,2023-12-01,Grains
Rice,1.032,2024-12-01,Grains
Sugar,0.628,2014-01-01,Carbohydrates 
Sugar,0.644,2015-01-01,Carbohydrates 
Sugar,0.662,2016-01-01,Carbohydrates 
Sugar,0.632,2017-01-01,Carbohydrates 
Sugar,0.623,2018-01-01,Carbohydrates 
Sugar,0.595,2019-01-01,Carbohydrates 
Sugar,0.603,2020-01-01,Carbohydrates 
Sugar,0.682,2021-01-01,Carbohydrates 
Sugar,0.706,2022-01-01,Carbohydrates 
Sugar,0.86,2023-01-01,Carbohydrates 
Sugar,0.975,2024-01-01,Carbohydrates 
Sugar,0.615,2014-02-01,Carbohydrates 
Sugar,0.659,2015-02-01,Carbohydrates 
Sugar,0.648,2016-02-01,Carbohydrates 
Sugar,0.637,2017-02-01,Carbohydrates 
Sugar,0.622,2018-02-01,Carbohydrates 
Sugar,0.592,2019-02-01,Carbohydrates 
Sugar,0.612,2020-02-01,Carbohydrates 
Sugar,0.68,2021-02-01,Carbohydrates 
Sugar,0.718,2022-02-01,Carbohydrates 
Sugar,0.876,2023-02-01,Carbohydrates 
Sugar,0.984,2024-02-01,Carbohydrates 
Sugar,0.604,2014-03-01,Carbohydrates 
Sugar,0.66,2015-03-01,Carbohydrates 
Sugar,0.632,2016-03-01,Carbohydrates 
Sugar,0.631,2017-03-01,Carbohydrates 
Sugar,0.612,2018-03-01,Carbohydrates 
Sugar,0.596,2019-03-01,Carbohydrates 
Sugar,0.621,2020-03-01,Carbohydrates 
Sugar,0.675,2021-03-01,Carbohydrates 
Sugar,0.739,2022-03-01,Carbohydrates 
Sugar,0.88,2023-03-01,Carbohydrates 
Sugar,0.984,2024-03-01,Carbohydrates 
Sugar,0.599,2014-04-01,Carbohydrates 
Sugar,0.663,2015-04-01,Carbohydrates 
Sugar,0.655,2016-04-01,Carbohydrates 
Sugar,0.628,2017-04-01,Carbohydrates 
Sugar,0.617,2018-04-01,Carbohydrates 
Sugar,0.591,2019-04-01,Carbohydrates 
Sugar,0.64,2020-04-01,Carbohydrates 
Sugar,0.675,2021-04-01,Carbohydrates 
Sugar,0.74,2022-04-01,Carbohydrates 
Sugar,0.893,2023-04-01,Carbohydrates 
Sugar,1.006,2024-04-01,Carbohydrates 
Sugar,0.607,2014-05-01,Carbohydrates 
Sugar,0.66,2015-05-01,Carbohydrates 
Sugar,0.651,2016-05-01,Carbohydrates 
Sugar,0.647,2017-05-01,Carbohydrates 
